PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37537380","Prognostic utility of serum NT-proBNP (fragments 1-76aa and 13-71aa) and galectin-3 in predicting death and re-hospitalisation due to cardiovascular events in patients with heart failure","Zhang X, Wan Y, Karunathilaka N, Chan W, Kostner K, Hartel G, Coats AJS, Atherton JJ, Punyadeera C.","Heart Vessels. 2023 Aug 3. doi: 10.1007/s00380-023-02296-z. Online ahead of print.","Zhang X","Heart Vessels","2023","2023/08/03","","","10.1007/s00380-023-02296-z"
"36909839","A case report of isolated cardiac light chain amyloidosis without clinically overt heart failure: an under-recognized presentation","Nuzzi V, Porcari A, Gigli M, Zaja F, Dore F, Bussani R, Sinagra G, Merlo M.","Eur Heart J Case Rep. 2023 Feb 13;7(3):ytad072. doi: 10.1093/ehjcr/ytad072. eCollection 2023 Mar.","Nuzzi V","Eur Heart J Case Rep","2023","2023/03/13","PMC9998033","","10.1093/ehjcr/ytad072"
"36545024","Cardiovascular outcomes in patients treated with sodium-glucose transport protein 2 inhibitors, a network meta-analysis of randomized trials","Tornyos D, Meuer M, Lukács R, El Alaoui El Abdallaoui O, Kupó P, Faludi R, Komócsi A.","Front Cardiovasc Med. 2022 Dec 5;9:1041200. doi: 10.3389/fcvm.2022.1041200. eCollection 2022.","Tornyos D","Front Cardiovasc Med","2022","2022/12/22","PMC9760750","","10.3389/fcvm.2022.1041200"
"36291987","Heart Failure and Cardiomyopathies: CT and MR from Basics to Advanced Imaging","Palumbo P, Cannizzaro E, Palumbo MM, Di Cesare A, Bruno F, Acanfora C, Arceri A, Evangelista L, Arrigoni F, Grassi F, Grassi R, Pradella S, Miele V, Giovagnoni A, Splendiani A, Barile A, Masciocchi C, Di Cesare E.","Diagnostics (Basel). 2022 Sep 23;12(10):2298. doi: 10.3390/diagnostics12102298.","Palumbo P","Diagnostics (Basel)","2022","2022/10/27","PMC9600644","","10.3390/diagnostics12102298"
"37380925","Sacubitril/valsartan and arrhythmic burden in patients with heart failure and reduced ejection fraction: a systematic review and meta-analysis","Pozzi A, Abete R, Tavano E, Kristensen SL, Rea F, Iorio A, Iacovoni A, Corrado G, Wong C.","Heart Fail Rev. 2023 Jun 29. doi: 10.1007/s10741-023-10326-1. Online ahead of print.","Pozzi A","Heart Fail Rev","2023","2023/06/28","","","10.1007/s10741-023-10326-1"
"37317621","Hypoxaemia in patients with heart failure and preserved ejection fraction","Omar M, Omote K, Sorimachi H, Popovic D, Kanwar A, Alogna A, Reddy YNV, Lim KG, Shah SJ, Borlaug BA.","Eur J Heart Fail. 2023 Jun 14. doi: 10.1002/ejhf.2930. Online ahead of print.","Omar M","Eur J Heart Fail","2023","2023/06/15","","","10.1002/ejhf.2930"
"37234235","Left bundle branch area pacing results in more physiological ventricular activation than biventricular pacing in patients with left bundle branch block heart failure","Sussenbek O, Rademakers L, Waldauf P, Jurak P, Smisek R, Stros P, Poviser L, Vesela J, Plesinger F, Halamek J, Leinveber P, Herman D, Osmancik P, Curila K.","Eur Heart J Suppl. 2023 May 24;25(Suppl E):E17-E24. doi: 10.1093/eurheartjsupp/suad109. eCollection 2023 Jun.","Sussenbek O","Eur Heart J Suppl","2023","2023/05/26","PMC10206755","","10.1093/eurheartjsupp/suad109"
"36439264","Diabetes outcomes in heart failure patients with hypertrophic cardiomyopathy","Mekhaimar M, Al Mohannadi M, Dargham S, Al Suwaidi J, Jneid H, Abi Khalil C.","Front Physiol. 2022 Nov 11;13:976315. doi: 10.3389/fphys.2022.976315. eCollection 2022.","Mekhaimar M","Front Physiol","2022","2022/11/28","PMC9691891","","10.3389/fphys.2022.976315"
"36381017","Effects of Empagliflozin on Diuretics Reduction in Outpatient Heart Failure Patients","Kim SJ, Kim BJ, Im SI, Kim HS, Heo JH.","Int J Heart Fail. 2022 Jul 19;4(4):183-192. doi: 10.36628/ijhf.2022.0009. eCollection 2022 Oct.","Kim SJ","Int J Heart Fail","2022","2022/11/16","PMC9634028","","10.36628/ijhf.2022.0009"
"37383701","Optimal treatment for post-MI heart failure in rats: dapagliflozin first, adding sacubitril-valsartan 2 weeks later","Tao W, Yang X, Zhang Q, Bi S, Yao Z.","Front Cardiovasc Med. 2023 Jun 8;10:1181473. doi: 10.3389/fcvm.2023.1181473. eCollection 2023.","Tao W","Front Cardiovasc Med","2023","2023/06/29","PMC10296765","","10.3389/fcvm.2023.1181473"
"36975896","Heart Diseases of Uncertain Etiology: A New Definition of Heart Failure for Epidemiological Studies","Puddu PE, Menotti A.","J Cardiovasc Dev Dis. 2023 Mar 21;10(3):132. doi: 10.3390/jcdd10030132.","Puddu PE","J Cardiovasc Dev Dis","2023","2023/03/28","PMC10054351","","10.3390/jcdd10030132"
"37655258","Revascularisation for Ischaemic Cardiomyopathy","Li Kam Wa ME, Assar SZ, Kirtane AJ, Perera D.","Interv Cardiol. 2023 Aug 1;18:e24. doi: 10.15420/icr.2023.06. eCollection 2023.","Li Kam Wa ME","Interv Cardiol","2023","2023/09/01","PMC10466461","","10.15420/icr.2023.06"
"36444226","Prognosis of Transthyretin Cardiac Amyloidosis Without Heart Failure Symptoms","Gonzalez-Lopez E, Escobar-Lopez L, Obici L, Saturi G, Bezard M, Saith SE, AbouEzzeddine OF, Mussinelli R, Gagliardi C, Kharoubi M, Griffin JM, Dispenzieri A, Vilches S, Perlini S, Longhi S, Oghina S, Rivas A, Grogan M, Maurer MS, Damy T, Palladini G, Rapezzi C, Garcia-Pavia P.","JACC CardioOncol. 2022 Nov 15;4(4):442-454. doi: 10.1016/j.jaccao.2022.07.007. eCollection 2022 Nov.","Gonzalez-Lopez E","JACC CardioOncol","2022","2022/11/29","PMC9700255","","10.1016/j.jaccao.2022.07.007"
"36970159","CARDIOGENIC SHOCK ASSOCIATED WITH ACUTE NOROVIRUS GASTROENTERITIS: WHAT IS NEEDED TO PROVE CAUSALITY?","Evans A, Benjanuwattra J, Mora B, Abdelnabi M.","Eur J Case Rep Intern Med. 2023 Feb 3;10(2):003759. doi: 10.12890/2023_003759. eCollection 2023.","Evans A","Eur J Case Rep Intern Med","2023","2023/03/27","PMC10035627","","10.12890/2023_003759"
"37343143","A novel polygenic risk score improves prognostic prediction of heart failure with preserved ejection fraction in the Chinese Han population","Han Y, Lu J, Chen B, Li X, Dai H, Zhang L, Yan X, Liu J, Zhang H, Fu X, Yu Q, Ren J, Cui H, Gao Y, Li J.","Eur J Prev Cardiol. 2023 Jun 21:zwad209. doi: 10.1093/eurjpc/zwad209. Online ahead of print.","Han Y","Eur J Prev Cardiol","2023","2023/06/21","","","10.1093/eurjpc/zwad209"
"36173474","The SGLT2i Dapagliflozin Reduces RV Mass Independent of Changes in RV Pressure Induced by Pulmonary Artery Banding","Connelly KA, Wu E, Visram A, Friedberg MK, Batchu SN, Yerra VG, Thai K, Nghiem L, Zhang Y, Kabir G, Desjardins JF, Advani A, Gilbert RE.","Cardiovasc Drugs Ther. 2022 Sep 29. doi: 10.1007/s10557-022-07377-1. Online ahead of print.","Connelly KA","Cardiovasc Drugs Ther","2022","2022/09/29","","","10.1007/s10557-022-07377-1"
"36915319","Heart failure with preserved ejection fraction in post myocardial infarction patients: a myocardial magnetic resonance (MR) tissue tracking study","Li H, Zheng Y, Peng X, Liu H, Li Y, Tian Z, Hou Y, Jin S, Huo H, Liu T.","Quant Imaging Med Surg. 2023 Mar 1;13(3):1723-1739. doi: 10.21037/qims-22-793. Epub 2022 Dec 26.","Li H","Quant Imaging Med Surg","2023","2023/03/14","PMC10006144","","10.21037/qims-22-793"
"37506765","Association between breast arterial calcifications and cardiovascular disease: a systematic review and meta-analysis","Wen Koh TJ, Hwee Tan HJ, Joseph Ravi PR, Sng JW, Yeo TC, Tan BY, Chai P, Yeo LL, Chan MY, Kong WK, Wong RC, Teo YH, Ying Ho JS, Teo YN, Sia CH.","Can J Cardiol. 2023 Jul 26:S0828-282X(23)01560-X. doi: 10.1016/j.cjca.2023.07.024. Online ahead of print.","Wen Koh TJ","Can J Cardiol","2023","2023/07/28","","","10.1016/j.cjca.2023.07.024"
"37053278","Fibrosis in Pathology of Heart and Kidney: From Deep RNA-Sequencing to Novel Molecular Targets","Schreibing F, Anslinger TM, Kramann R.","Circ Res. 2023 Apr 14;132(8):1013-1033. doi: 10.1161/CIRCRESAHA.122.321761. Epub 2023 Apr 13.","Schreibing F","Circ Res","2023","2023/04/13","","","10.1161/CIRCRESAHA.122.321761"
"37152077","The prognostic impact of magnesium in acute heart failure is different according to the presence of diabetes mellitus","Cidade-Rodrigues C, Cunha FM, Elias C, Carreira M, Barroso I, Bettencourt P, Lourenço P.","Porto Biomed J. 2022 Dec 1;7(6):e197. doi: 10.1097/j.pbj.0000000000000197. eCollection 2022 Nov-Dec.","Cidade-Rodrigues C","Porto Biomed J","2022","2023/05/08","PMC10158881","","10.1097/j.pbj.0000000000000197"
"37323769","A Retrospective Analysis of Sacubitril/Valsartan in Heart Failure and Chronic Kidney Disease","McFarland KL, Sheridan EA.","J Pharm Technol. 2023 Jun;39(3):117-122. doi: 10.1177/87551225231168543. Epub 2023 May 3.","McFarland KL","J Pharm Technol","2023","2023/06/16","PMC10268039","","10.1177/87551225231168543"
"37417824","Background Medical Therapy and Clinical Outcomes From the VICTORIA Trial","Ezekowitz JA, McMullan CJ, Westerhout CM, Piña IL, Lopez-Sendon J, Anstrom KJ, Hernandez AF, Lam CSP, O'Connor CM, Pieske B, Ponikowski P, Roessig L, Voors AA, Koglin J, Armstrong PW, Butler J; VICTORIA Study Group.","Circ Heart Fail. 2023 Jul 7:e010599. doi: 10.1161/CIRCHEARTFAILURE.123.010599. Online ahead of print.","Ezekowitz JA","Circ Heart Fail","2023","2023/07/07","","","10.1161/CIRCHEARTFAILURE.123.010599"
"36386312","Assessment of the causal association between celiac disease and cardiovascular diseases","Huang J.","Front Cardiovasc Med. 2022 Oct 21;9:1017209. doi: 10.3389/fcvm.2022.1017209. eCollection 2022.","Huang J","Front Cardiovasc Med","2022","2022/11/17","PMC9644835","","10.3389/fcvm.2022.1017209"
"37091661","Atrial fibrillation in heart failure: drugs or ablation?","Palmas F, Noviello C, Bo M.","Eur Heart J Suppl. 2023 Apr 21;25(Suppl B):B28-B30. doi: 10.1093/eurheartjsupp/suad063. eCollection 2023 Apr.","Palmas F","Eur Heart J Suppl","2023","2023/04/24","PMC10120957","","10.1093/eurheartjsupp/suad063"
"37591108","The role of Vav3 expression for inflammation and cell death during experimental myocardial infarction","Zhang Y, Zhang Y, Song Q, Wang Y, Pan J.","Clinics (Sao Paulo). 2023 Aug 14;78:100273. doi: 10.1016/j.clinsp.2023.100273. eCollection 2023.","Zhang Y","Clinics (Sao Paulo)","2023","2023/08/17","PMC10450409","","10.1016/j.clinsp.2023.100273"
"37702389","Use of serum osmolality to identify heart disease stage in dogs and relationship to mathematical chloride correction","Daly EJ, Harris AN, Adin DB.","J Vet Intern Med. 2023 Sep 13. doi: 10.1111/jvim.16863. Online ahead of print.","Daly EJ","J Vet Intern Med","2023","2023/09/13","","","10.1111/jvim.16863"
"37696609","Leadless pacemaker in heart transplantation: a case report and literature review","Yan CL, Chaparro S, Thakkar Rivera N.","BMJ Case Rep. 2023 Sep 11;16(9):e256054. doi: 10.1136/bcr-2023-256054.","Yan CL","BMJ Case Rep","2023","2023/09/11","PMC10496664","","10.1136/bcr-2023-256054"
"37463601","Implanting Impella 5.5 under Local Anesthesia","Eghbalzadeh K, Wahlers TCW, Deppe AC.","Thorac Cardiovasc Surg. 2023 Aug 11. doi: 10.1055/a-2132-4694. Online ahead of print.","Eghbalzadeh K","Thorac Cardiovasc Surg","2023","2023/07/18","","","10.1055/a-2132-4694"
"37138801","Western Diet Causes Heart Failure With Reduced Ejection Fraction and Metabolic Shifts After Diastolic Dysfunction and Novel Cardiac Lipid Derangements","Maurya SK, Carley AN, Maurya CK, Lewandowski ED.","JACC Basic Transl Sci. 2023 Jan 25;8(4):422-435. doi: 10.1016/j.jacbts.2022.10.009. eCollection 2023 Apr.","Maurya SK","JACC Basic Transl Sci","2023","2023/05/04","PMC10149654","","10.1016/j.jacbts.2022.10.009"
"37650264","Electronic health record alerts for management of heart failure with reduced ejection fraction in hospitalized patients: the PROMPT-AHF trial","Ghazi L, Yamamoto Y, Fuery M, O'Connor K, Sen S, Samsky M, Riello RJ, Dhar R, Huang J, Olufade T, McDermott J, Inzucchi SE, Velazquez EJ, Wilson FP, Desai NR, Ahmad T.","Eur Heart J. 2023 Aug 31:ehad512. doi: 10.1093/eurheartj/ehad512. Online ahead of print.","Ghazi L","Eur Heart J","2023","2023/08/31","","","10.1093/eurheartj/ehad512"
"37214067","Exploring the Potential of Energy-Based Therapeutics (Photobiomodulation/Low-Level Laser Light Therapy) in Cardiovascular Disorders: A Review and Perspective","Ganipineni VDP, Gutlapalli SD, Ajay Sai Krishna Kumar I, Monica P, Vagdevi M, Samuel Sowrab T.","Cureus. 2023 Apr 20;15(4):e37880. doi: 10.7759/cureus.37880. eCollection 2023 Apr.","Ganipineni VDP","Cureus","2023","2023/05/22","PMC10199710","","10.7759/cureus.37880"
"37660390","Tailoring guideline-directed medical therapy in heart failure with reduced ejection fraction: A practical guide","Kapłon-Cieślicka A, Vardas P, Grabowski M, Lelonek M.","Kardiol Pol. 2023 Sep 3. doi: 10.33963/v.kp.97248. Online ahead of print.","Kapłon-Cieślicka A","Kardiol Pol","2023","2023/09/03","","","10.33963/v.kp.97248"
"37091660","How much does hypertension in pregnancy affect the risk of future cardiovascular events?","Mureddu GF.","Eur Heart J Suppl. 2023 Apr 21;25(Suppl B):B111-B113. doi: 10.1093/eurheartjsupp/suad085. eCollection 2023 Apr.","Mureddu GF","Eur Heart J Suppl","2023","2023/04/24","PMC10120948","","10.1093/eurheartjsupp/suad085"
"36420332","Predictors and mortality of patients with delayed pulmonary embolism diagnosis: A cohort study","Aghajani H, Hashemi S, Karimi A, Yadangi S, Jalali A, Jenab Y.","Caspian J Intern Med. 2022 Fall;13(4):757-764. doi: 10.22088/cjim.13.4.757.","Aghajani H","Caspian J Intern Med","2022","2022/11/24","PMC9659829","","10.22088/cjim.13.4.757"
"36258831","Giant ventral hernia following left ventricular assist device bridge to heart transplantation","Dulam V, Keshavamurthy S, Kashem MA, Alvarez RJ Jr, Hamad EA, Toyoda Y.","Indian J Thorac Cardiovasc Surg. 2022 Nov;38(6):672-674. doi: 10.1007/s12055-022-01374-7. Epub 2022 Jun 17.","Dulam V","Indian J Thorac Cardiovasc Surg","2022","2022/10/19","PMC9569280","","10.1007/s12055-022-01374-7"
"37462255","Mineralocorticoid receptor antagonist initiation during admission is associated with improved outcomes irrespective of ejection fraction in patients with acute heart failure","Beldhuis IE, Damman K, Pang PS, Greenberg B, Davison BA, Cotter G, Gimpelewicz C, Felker GM, Filippatos G, Teerlink JR, Metra M, Voors AA, Ter Maaten JM.","Eur J Heart Fail. 2023 Jul 18. doi: 10.1002/ejhf.2975. Online ahead of print.","Beldhuis IE","Eur J Heart Fail","2023","2023/07/18","","","10.1002/ejhf.2975"
"37199588","New Clues to Cardiovascular Disease: Erythrocyte Lifespan","Lu Z, Li Y.","Aging Dis. 2023 May 9. doi: 10.14336/AD.2023.0506. Online ahead of print.","Lu Z","Aging Dis","2023","2023/05/18","","","10.14336/AD.2023.0506"
"35718890","Combination therapy of liothyronine and levothyroxine for hypothyroidism-induced dilated cardiomyopathy","Choi Y, Jung SY, Park JM, Suh J, Shin EJ, Chae HW, Kim HS, Kwon A.","Ann Pediatr Endocrinol Metab. 2023 Jun;28(2):144-148. doi: 10.6065/apem.2142218.109. Epub 2022 Jun 20.","Choi Y","Ann Pediatr Endocrinol Metab","2023","2022/06/20","PMC10329947","","10.6065/apem.2142218.109"
"37434378","Improved long-term survival with tafamidis treatment in patients with transthyretin amyloid cardiomyopathy and severe heart failure symptoms","Elliott P, Gundapaneni B, Sultan MB, Ines M, Garcia-Pavia P.","Eur J Heart Fail. 2023 Jul 11. doi: 10.1002/ejhf.2974. Online ahead of print.","Elliott P","Eur J Heart Fail","2023","2023/07/12","","","10.1002/ejhf.2974"
"36344032","Iliac arteriovenous fistula following lumbar disc surgery. A case report","Naouli H, Jiber H, Bouarhroum A.","J Med Vasc. 2022 Oct;47(4):199-202. doi: 10.1016/j.jdmv.2022.09.004. Epub 2022 Oct 23.","Naouli H","J Med Vasc","2022","2022/11/07","","","10.1016/j.jdmv.2022.09.004"
"37672288","Adult With Unrepaired Single-Ventricle Defect","Gregg D 4th, Vogel AD, Rajab TK.","JAMA Cardiol. 2023 Sep 6. doi: 10.1001/jamacardio.2023.2748. Online ahead of print.","Gregg D 4th","JAMA Cardiol","2023","2023/09/06","","","10.1001/jamacardio.2023.2748"
"36630939","Diuretics and ultrafiltration in heart failure","Reis T, Ronco F, Ostermann M.","Cardiorenal Med. 2023 Jan 11. doi: 10.1159/000529068. Online ahead of print.","Reis T","Cardiorenal Med","2023","2023/01/11","","","10.1159/000529068"
"37559657","Analysis of the clinical features and risk factors of kidney injury in patients with chronic heart failure-a retrospective cohort study","Shen X, Guo H, Mantica G, Yuan H.","J Thorac Dis. 2023 Jul 31;15(7):3934-3943. doi: 10.21037/jtd-23-1016. Epub 2023 Jul 25.","Shen X","J Thorac Dis","2023","2023/08/10","PMC10407521","","10.21037/jtd-23-1016"
"36568165","Extranodal natural killer/T-cell lymphoma invading a patient's heart: A rare case report and literature review","Xiang Y, Lin X, Cai X, Qu S, Lin KY.","Front Oncol. 2022 Dec 7;12:1011894. doi: 10.3389/fonc.2022.1011894. eCollection 2022.","Xiang Y","Front Oncol","2022","2022/12/26","PMC9768479","","10.3389/fonc.2022.1011894"
"37126137","The Potential of Fibroblast Activation Protein-Targeted Imaging as a Biomarker of Cardiac Remodeling and Injury","Mayola MF, Thackeray JT.","Curr Cardiol Rep. 2023 Jun;25(6):515-523. doi: 10.1007/s11886-023-01869-8. Epub 2023 May 1.","Mayola MF","Curr Cardiol Rep","2023","2023/05/01","PMC10188581","","10.1007/s11886-023-01869-8"
"37516996","Genetic variation in SLC5A2 mimicking SGLT2-inhibition and risk of cardiovascular disease and all-cause mortality: reduced risk not explained by lower plasma glucose","Bechmann LE, Emanuelsson F, Nordestgaard BG, Benn M.","Cardiovasc Res. 2023 Jul 30:cvad122. doi: 10.1093/cvr/cvad122. Online ahead of print.","Bechmann LE","Cardiovasc Res","2023","2023/07/30","","","10.1093/cvr/cvad122"
"36440253","The Efficacy and Safety of Short-Term Tolvaptan Usage in Patients with Acute Decompensated Heart Failure","Lin YH, Tsai CH, Chiang CE, Kuo JY, Yin WH, Wen MS, Lo PH, Liu PY, Lin TH, Chen ZC, Shyu KG, Hung MJ, Hwang JJ, Tseng CD.","Acta Cardiol Sin. 2022 Nov;38(6):700-713. doi: 10.6515/ACS.202211_38(6).20220422A.","Lin YH","Acta Cardiol Sin","2022","2022/11/28","PMC9692217","","10.6515/ACS.202211_38(6).20220422A"
"36856945","Mitochondrial proton leak in cardiac aging","Qi X, Rusch NJ, Fan J, Mora CJ, Xie L, Mu S, Rabinovitch PS, Zhang H.","Geroscience. 2023 Mar 1. doi: 10.1007/s11357-023-00757-x. Online ahead of print.","Qi X","Geroscience","2023","2023/03/01","","","10.1007/s11357-023-00757-x"
